frame,label,id,transform,bbox,image_path,detection_score,raw_pose_score,render_score
201,2,2,-0.0125636886349 0.637108936306 -0.77067136771 -0.188234883833 -0.293924884546 -0.739035394052 -0.606164044285 -0.0613205762535 -0.955745947401 0.218903836463 0.196547181128 0.957077923354 0.0 0.0 0.0 1.0,156 142 134 99,,0.98809963,0.0644084,0.0741741731763
201,3,3,-0.145450948261 -0.293861042255 0.944716735056 0.0549906491325 -0.80042575973 0.596194501601 0.0622151060534 -0.143164872413 -0.58151751892 -0.747126364215 -0.321931003608 1.06045019715 0.0 0.0 0.0 1.0,319 124 78 56,,0.98346037,0.109283425,0.113102644682
201,9,9,-0.95984060318 0.280336961965 -0.0108260908553 -0.227429617638 0.193909077533 0.63504538431 -0.747741017677 -0.176265636891 -0.202744386205 -0.719811466721 -0.663902226416 0.978507851237 0.0 0.0 0.0 1.0,171 104 59 58,,0.9765237,0.19671124,0.756121039391
201,8,8,-0.99187321577 -0.045337881179 0.118878090365 0.101264903554 -0.0842941383252 0.934034084211 -0.347094839742 -0.0213945080362 -0.0952996436649 -0.354294801065 -0.930265108373 0.909231563489 0.0 0.0 0.0 1.0,354 187 63 59,,0.9277255,0.177468,0.571826338768
201,5,5,0.758866363768 0.365005033715 -0.539345128192 -0.0725571559361 -0.198480296637 -0.659148542216 -0.725347345167 -0.146946644657 -0.620263987177 0.657491083329 -0.427759350049 0.946401647369 0.0 0.0 0.0 1.0,260 99 60 90,,0.9144777,0.11280521,0.302397102118
201,12,12,-0.0577699880189 -0.107276655318 -0.99254941827 0.117401414384 -0.805608667921 0.592200715956 -0.0171168394016 -0.0525933527997 0.589624713402 0.798617575091 -0.120634431655 0.976959680761 0.0 0.0 0.0 1.0,322 168 135 45,,0.77062154,0.050938815,0.45259860158
201,4,4,-0.161503669079 0.986656458482 -0.0206300220315 -0.0134052014394 -0.75024340416 -0.136332880505 -0.646952996908 -0.0121509296557 -0.641132903062 -0.0890077447652 0.762250760566 0.91184301981 0.0 0.0 0.0 1.0,294 186 54 66,,0.7522083,0.07970997,0.416426301003
201,4,4,-0.64410617467 -0.764849590628 0.0115038892611 0.104756669234 0.0916243304211 -0.0920732971509 -0.991527856405 -0.0112245694488 0.759428876081 -0.637595178517 0.129383810831 0.920677146065 0.0 0.0 0.0 1.0,355 190 60 58,,0.7291091,0.123810194,0.238741874695
201,10,10,-0.747048289564 0.605652447475 -0.274051027964 -0.0490266562308 0.103582136998 0.513265251428 0.851956291468 -0.136761558436 0.656650282841 0.608065699201 -0.44616870296 0.945940032013 0.0 0.0 0.0 1.0,264 110 67 70,,0.7081564,0.105955556,0.397415906191
211,-1,-1,0.963958 0.194744 -0.181272 0.199804 0.265328 -0.653359 0.709030 0.219499 0.019644 -0.731571 -0.681482 1.380384 0.000000 0.000000 0.000000 1.000000,,images/rgb_000211.png,,,
211,0,0,0.966377 0.256940 -0.009881 -0.070591 0.166352 -0.654046 -0.737938 -0.051638 -0.196068 0.711481 -0.674799 1.004825 0.000000 0.000000 0.000000 1.000000,,,1,1,1
211,6,6,-0.770399081912 -0.635333035476 0.0532652665666 -0.221275580891 -0.402886656631 0.420376287941 -0.812998227824 0.0613752609298 0.494133176885 -0.647792953473 -0.579824708797 0.851649460278 0.0 0.0 0.0 1.0,157 237 56 54,,0.99981135,0.16722846,0.482844680548
211,9,9,-0.955784193755 -0.288579476521 -0.0565549352357 -0.234290818626 -0.165338972039 0.686395525774 -0.708183737827 -0.00804423446368 0.243186346849 -0.667520088033 -0.703759428198 0.886950040453 0.0 0.0 0.0 1.0,148 193 69 59,,0.9994367,0.21473664,0.749647378922
211,4,4,0.371162080936 -0.925304421555 0.077784555831 -0.0761375364568 -0.614475405841 -0.307554925713 -0.726519059134 -0.00396951692352 0.696174321051 0.221859629316 -0.682729536192 0.863230815498 0.0 0.0 0.0 1.0,252 190 48 69,,0.99885595,0.09028505,0.77148848772
211,3,3,0.231342708325 0.895065081805 -0.381233590647 0.0459914050451 0.426903342999 -0.445517604013 -0.786935575667 -0.211776341696 -0.874204831285 0.0193019130411 -0.485173524743 1.01645387692 0.0 0.0 0.0 1.0,312 71 88 129,,0.9891061,0.23362592,0.127584606409
211,2,2,-0.162552748932 0.744162577646 -0.647918715462 -0.195747989552 -0.575564143074 -0.604872837639 -0.550322421399 -0.0945865498106 -0.801437783625 0.283462357849 0.526637038823 0.96964794305 0.0 0.0 0.0 1.0,154 137 136 106,,0.9745609,0.06478352,0.022859390825
211,8,8,-0.852134631336 -0.523112196523 -0.014839134965 -0.171592186533 -0.30311861224 0.516489130796 -0.800848353113 -0.0868015096203 0.426597792998 -0.677932598139 -0.598683318116 0.930092257543 0.0 0.0 0.0 1.0,194 153 71 47,,0.97100157,0.14231324,0.667141973972
211,9,9,-0.953424386819 0.300325361386 -0.0280466741007 -0.225394012645 0.219950740048 0.628598790623 -0.745979377986 -0.180956001139 -0.206406420859 -0.71740381776 -0.665378201996 0.981016894115 0.0 0.0 0.0 1.0,172 100 59 57,,0.9669794,0.23516768,0.76390516758
211,8,8,0.975834823741 0.0449764621726 0.213830574577 0.103883766718 0.136867075957 -0.888647975778 -0.437689591679 -0.0240971476767 0.170334377894 0.456379111042 -0.873329437676 0.9090447977 0.0 0.0 0.0 1.0,354 187 63 60,,0.9509387,0.11636475,0.456428676844
211,5,5,0.751536783224 0.369184474414 -0.546713167313 -0.0711924716598 -0.186131233861 -0.676402349155 -0.712625445686 -0.147277308791 -0.632888321304 0.637324631494 -0.439624483904 0.947236096068 0.0 0.0 0.0 1.0,261 101 61 88,,0.91552734,0.108604014,0.275500029325
211,4,4,-0.317490218062 0.946758029596 0.0533778496302 -0.0126642218701 -0.728116271327 -0.20733456877 -0.653344527812 -0.0134005031195 -0.607492104363 -0.246295777449 0.755176623809 0.915473083249 0.0 0.0 0.0 1.0,296 189 48 66,,0.8193675,0.09230399,0.446152746677
211,4,4,-0.993536104024 -0.0207877874824 0.111596943924 0.105088696473 -0.0330490934242 -0.887532482371 -0.459558320739 -0.0219131123485 0.108599113373 -0.460275961384 0.881108547198 0.936215093009 0.0 0.0 0.0 1.0,354 192 62 60,,0.8031545,0.15988578,0.190627872944
211,8,8,0.458358678337 -0.864063578998 0.208090012839 0.101509870304 -0.0710208564208 -0.268993656126 -0.960519885748 -0.0554811703497 0.885925143535 0.425483894423 -0.184662112086 0.925804790604 0.0 0.0 0.0 1.0,340 170 108 48,,0.7014646,0.16657935,0.0316427946091
221,-1,-1,0.960164 0.206817 -0.187916 0.208309 0.278433 -0.651091 0.706085 0.223159 0.023680 -0.730279 -0.682738 1.381426 0.000000 0.000000 0.000000 1.000000,,images/rgb_000221.png,,,
221,0,0,0.961968 0.272977 -0.010065 -0.075996 0.176864 -0.650501 -0.738625 -0.054167 -0.208175 0.708754 -0.674041 1.008246 0.000000 0.000000 0.000000 1.000000,,,1,1,1
221,6,6,-0.865795065775 -0.496287446666 0.0640130796096 -0.222517988554 -0.352979773803 0.515037241487 -0.781115816744 0.0593692594608 0.354688854301 -0.698881542297 -0.621096133035 0.853081124715 0.0 0.0 0.0 1.0,155 235 57 53,,0.9999157,0.16075619,0.437806785107
221,9,9,-0.957829991125 -0.285270766231 -0.0343845610191 -0.236401051716 -0.178900072998 0.685718666328 -0.705538570548 -0.0103488173504 0.22484766395 -0.66963460229 -0.707836864986 0.890310506818 0.0 0.0 0.0 1.0,147 190 69 58,,0.99972564,0.25314578,0.780439257622
221,4,4,0.269088566702 -0.96264773623 0.0300113178906 -0.0786913113759 -0.62447828346 -0.198113456953 -0.75549846569 -0.0045674212921 0.733224533657 0.184554582998 -0.654462672074 0.865423885952 0.0 0.0 0.0 1.0,251 188 46 69,,0.99898785,0.0921067,0.826381921768
221,2,2,-0.249232640001 0.898329659143 -0.36178296624 -0.18838882042 0.1871872064 -0.321841181806 -0.928105168315 -0.02955528301 -0.950181056914 -0.299035244072 -0.0879424919186 0.982709928585 0.0 0.0 0.0 1.0,158 138 137 104,,0.98861504,0.072751395,0.053119186312
221,8,8,0.991993319542 0.00246937579952 0.126266211506 0.0987046953982 0.0677579595452 -0.854129726476 -0.515627064135 -0.0283303986977 0.106574447703 0.520054143848 -0.847458302552 0.910749180398 0.0 0.0 0.0 1.0,348 183 68 60,,0.9865108,0.1404072,0.335169374943
221,3,3,0.564731974779 0.824957761344 -0.0228580108543 0.0376005497499 0.577098561536 -0.414554199498 -0.703634895348 -0.253661521739 -0.589944952462 0.38417379879 -0.710193949135 0.996374335434 0.0 0.0 0.0 1.0,311 24 63 129,,0.9857524,0.23989846,0.639882385731
221,9,9,-0.950867014313 0.305824663263 -0.0481995480315 -0.224231292415 0.239060937134 0.626345252433 -0.741984833465 -0.183937912979 -0.196727703762 -0.717051532384 -0.668681770708 0.984385871676 0.0 0.0 0.0 1.0,172 99 59 61,,0.98518187,0.27986187,0.748914718628
221,3,3,-0.294838040249 0.9405133567 -0.168834699904 0.0712874696029 -0.442270587151 -0.290941423113 -0.848380702314 -0.108946243831 -0.847034389953 -0.175464281797 0.501741993508 1.0314088474 0.0 0.0 0.0 1.0,309 124 98 55,,0.9786742,0.119939625,0.141278147697
221,8,8,-0.601616333921 0.797511298884 0.0450945108833 -0.174620759799 0.469940631512 0.39902817136 -0.78735781022 -0.0883253990489 -0.645920730131 -0.452495576346 -0.614844829021 0.931759681795 0.0 0.0 0.0 1.0,186 152 82 50,,0.9713164,0.1788607,0.485715210438
221,5,5,0.891669122572 0.356240929911 -0.279318054749 -0.0620376811556 0.170276658968 -0.835647702996 -0.522205683509 -0.147748185398 -0.419442529154 0.418073338464 -0.805780769442 0.960000364973 0.0 0.0 0.0 1.0,260 104 62 85,,0.89166856,0.11238409,0.326668381691
221,12,12,-0.294292322067 -0.101638444555 -0.950295562318 0.121624175104 -0.707552516623 0.691593154225 0.145149389422 -0.0510274063253 0.64246514722 0.715100367513 -0.275445092513 0.974144708712 0.0 0.0 0.0 1.0,328 172 134 44,,0.78236395,0.065863565,0.519169986248
221,4,4,-0.257536775787 0.963864386496 0.0681194066405 -0.0146222490463 -0.73656605266 -0.150197055862 -0.659478047004 -0.0107403293796 -0.625416068859 -0.220014292386 0.74863105196 0.912198886315 0.0 0.0 0.0 1.0,295 191 45 61,,0.75469303,0.084310055,0.383050143719
231,-1,-1,0.954979 0.218414 -0.200775 0.220526 0.295744 -0.647329 0.702496 0.226540 0.023467 -0.730247 -0.682780 1.381466 0.000000 0.000000 0.000000 1.000000,,images/rgb_000231.png,,,
231,0,0,0.959256 0.282509 -0.004401 -0.056237 0.187632 -0.648592 -0.737648 -0.050098 -0.211247 0.706767 -0.675173 1.002388 0.000000 0.000000 0.000000 1.000000,,,1,1,1
231,6,6,-0.579637421887 -0.814748038523 -0.0143559350627 -0.228745445294 -0.493336168559 0.364887807335 -0.789605162629 0.0562379583815 0.648567563127 -0.450602398775 -0.613447303587 0.855136101134 0.0 0.0 0.0 1.0,155 234 57 51,,0.999949,0.16448036,0.478558242321
231,9,9,-0.966403541939 -0.256002956859 -0.0229495142974 -0.236548489943 -0.162390540365 0.677342032037 -0.717521486812 -0.0128428229869 0.199232292882 -0.689688522245 -0.696158197364 0.891704402166 0.0 0.0 0.0 1.0,148 188 70 59,,0.99958915,0.26854742,0.786797046661
231,4,4,0.845184564946 -0.533533238292 -0.0317070152107 -0.0794007917186 -0.372479436761 -0.545433617399 -0.75084035467 -0.00590858491282 0.383304213865 0.646408889673 -0.659722234721 0.864700936435 0.0 0.0 0.0 1.0,251 186 45 70,,0.9977926,0.09729682,0.818697094917
231,3,3,0.548227498188 0.836270718241 -0.00989424293812 0.0405781496413 0.594044519069 -0.39770616663 -0.699243101066 -0.254182394258 -0.588691531784 0.377466675135 -0.714815493375 0.993990557427 0.0 0.0 0.0 1.0,313 34 63 116,,0.9946051,0.20208938,0.569707512856
231,9,9,-0.960291627441 0.278958531112 0.00470406054412 -0.221920561135 0.187888227282 0.659069820804 -0.72823415558 -0.185799033747 -0.206247434686 -0.698433324824 -0.685312254713 0.986543788195 0.0 0.0 0.0 1.0,174 98 59 60,,0.98964626,0.23901112,0.755021810532
231,2,2,-0.356377333049 0.825705239853 -0.437271143992 -0.187540289954 0.296164359045 -0.344037020826 -0.891024803657 -0.0382453300335 -0.886161310891 -0.447045171297 -0.121937467169 0.989247229257 0.0 0.0 0.0 1.0,150 132 146 119,,0.98866266,0.12693454,0.0373727343976
231,3,3,-0.129346183605 -0.301175710975 0.944755394748 0.074751838876 -0.813054458469 0.577615373054 0.0728212082895 -0.142297206589 -0.567637218962 -0.758718440484 -0.319584598686 1.05527817962 0.0 0.0 0.0 1.0,311 121 99 57,,0.9846601,0.11846607,0.291777431965
231,8,8,-0.68347609052 0.725139783114 0.0838613655576 -0.161847857543 0.422828394175 0.486922134516 -0.764279388704 -0.0915713727737 -0.595043345284 -0.486907722124 -0.639409326933 0.936874462622 0.0 0.0 0.0 1.0,184 148 83 51,,0.96758515,0.17389315,0.342111796141
231,8,8,-0.993956829741 -0.0755499121214 0.0796368720475 0.0968826433328 -0.100975197312 0.913824499292 -0.393355810968 -0.0191247807878 -0.0430561277729 -0.399020043698 -0.915930769539 0.906957438059 0.0 0.0 0.0 1.0,352 189 62 57,,0.9512565,0.17859328,0.539721250534
231,4,4,-0.42399113065 0.905258684931 -0.0271704708496 -0.0162443159545 -0.674145380915 -0.335495235441 -0.658005282948 -0.0143505940375 -0.604780560635 -0.260671556471 0.752522965182 0.91574525431 0.0 0.0 0.0 1.0,294 186 48 65,,0.8733691,0.07914993,0.575665831566
231,5,5,0.751421891738 0.353896773829 -0.556886176961 -0.0681870308281 -0.170433723981 -0.711249973074 -0.681964677628 -0.15018956422 -0.637430377647 0.607355373135 -0.474132855198 0.949862764455 0.0 0.0 0.0 1.0,262 103 62 84,,0.8200425,0.110713266,0.299458861351
231,4,4,-0.604557468499 -0.796328107638 -0.0192824341965 0.0995319782915 0.281532503293 -0.190964246603 -0.940357435292 -0.0174253323545 0.74515080143 -0.573928742533 0.339641107086 0.921215669518 0.0 0.0 0.0 1.0,345 191 68 61,,0.8121408,0.119536884,0.198049336672
231,8,8,0.638782869217 -0.761702394543 0.108470770912 0.11424400616 -0.299879606846 -0.376321627784 -0.876615225661 -0.0523248883384 0.708539813555 0.527438616912 -0.468806823753 0.941068854464 0.0 0.0 0.0 1.0,341 173 118 38,,0.70293814,0.16697557,0.089067876339
241,-1,-1,0.949665 0.229568 -0.213154 0.233485 0.312401 -0.643491 0.698802 0.230458 0.023260 -0.730218 -0.682818 1.381505 0.000000 0.000000 0.000000 1.000000,,images/rgb_000241.png,,,
241,0,0,0.954184 0.299171 -0.005579 -0.055627 0.198280 -0.646141 -0.737013 -0.050634 -0.224098 0.702139 -0.675857 1.002559 0.000000 0.000000 0.000000 1.000000,,,1,1,1
241,6,6,-0.868032721042 -0.494281178312 0.0469607492182 -0.229341746146 -0.333320447793 0.510024361789 -0.792951845616 0.0524824837938 0.367990046446 -0.703961126163 -0.607471858251 0.859281581726 0.0 0.0 0.0 1.0,153 233 58 51,,0.999967,0.16956025,0.469026476145
241,9,9,-0.958618357198 -0.281414462509 -0.0430899702289 -0.239560736793 -0.172516368171 0.694603404249 -0.69840118379 -0.0164499017995 0.226470633762 -0.662066470301 -0.714408175308 0.89478196253 0.0 0.0 0.0 1.0,146 188 71 56,,0.9997273,0.24511896,0.736970543861
241,4,4,0.900898908231 -0.430607800617 -0.0543882266379 -0.0831213659678 -0.321094072633 -0.576918157053 -0.751041967258 -0.0064567778196 0.292026974215 0.694076625532 -0.658010550235 0.865816088747 0.0 0.0 0.0 1.0,250 185 44 71,,0.9977896,0.089885004,0.819871068001
241,3,3,0.534715284113 0.844980546349 0.00935100138902 0.0425015889626 0.602746319862 -0.373623632792 -0.705054788589 -0.252652484614 -0.592263825359 0.38263985327 -0.709091181627 0.993651017934 0.0 0.0 0.0 1.0,315 36 63 113,,0.9946515,0.1941603,0.555501043797
241,9,9,-0.957853208385 0.287254520405 0.00143933809249 -0.220546182789 0.182369548537 0.61196922357 -0.769568071823 -0.191531924616 -0.221942738005 -0.736870755228 -0.63856316143 0.987729770174 0.0 0.0 0.0 1.0,174 95 61 59,,0.9896399,0.24200599,0.626803934574
241,2,2,-0.395219401528 0.856520067666 -0.331926194118 -0.194452542631 0.1923512024 -0.276166732819 -0.941664988528 -0.0355204993718 -0.898221932259 -0.436010675753 -0.0556062140285 0.988616115963 0.0 0.0 0.0 1.0,154 136 135 101,,0.98938584,0.07450677,0.0516793914139
241,8,8,-0.322837720358 0.943883952486 0.0697057426134 0.101193870856 0.863825603934 0.323948575553 -0.38582722349 -0.016115206765 -0.386757200712 -0.0643459760731 -0.919933944944 0.905643188328 0.0 0.0 0.0 1.0,349 186 63 57,,0.9817618,0.16350996,0.492493957281
241,3,3,-0.196919667761 0.23317241171 0.952288438902 0.0866951134082 -0.701416719717 0.645136348962 -0.30300771698 -0.128437267377 -0.685008926767 -0.727619211996 0.0365109926524 1.04105356378 0.0 0.0 0.0 1.0,307 122 107 56,,0.9659643,0.11904081,0.168867811561
241,8,8,-0.64617002771 0.761967461191 -0.0432421481261 -0.182281346915 0.499837030344 0.379698155376 -0.778455042954 -0.0935744093585 -0.576738448853 -0.524628343582 -0.626209120602 0.936441872189 0.0 0.0 0.0 1.0,185 151 74 46,,0.9617797,0.19612178,0.503354310989
241,4,4,-0.253368637536 0.966411212575 0.0430546364902 -0.0185292427332 -0.769703531568 -0.174437713438 -0.614107447945 -0.0132512750875 -0.585969971078 -0.188734873143 0.788047169055 0.915012225772 0.0 0.0 0.0 1.0,293 186 46 65,,0.9341143,0.08213791,0.434912919998
241,10,10,-0.575688415691 0.579274569612 -0.57708216143 -0.048532361928 -0.174918389129 0.602179412039 0.778963101091 -0.144995099851 0.798740511796 0.54938231562 -0.245341937099 0.944604191512 0.0 0.0 0.0 1.0,266 106 55 71,,0.9154521,0.10239336,0.366985291243
241,8,8,0.62731308091 -0.737545250448 0.250010603895 0.103927373308 -0.163695046002 -0.438741694469 -0.883577759707 -0.0502513831172 0.761368656062 0.51335438936 -0.395960907782 0.932760752194 0.0 0.0 0.0 1.0,345 175 117 38,,0.7367515,0.1531569,0.0373262688518
251,-1,-1,0.944117 0.239920 -0.226009 0.247093 0.328871 -0.639838 0.694587 0.234356 0.022036 -0.730100 -0.682985 1.382159 0.000000 0.000000 0.000000 1.000000,,images/rgb_000251.png,,,
251,0,0,0.945395 0.325889 -0.005198 -0.054275 0.216503 -0.639827 -0.737393 -0.052999 -0.243634 0.696001 -0.675445 1.005483 0.000000 0.000000 0.000000 1.000000,,,1,1,1
251,6,6,-0.87964345752 -0.474273653977 -0.0359428544418 -0.23430813462 -0.270548507171 0.561077689984 -0.78230130453 0.0504755324308 0.391191631952 -0.678421938727 -0.621862348229 0.86142877654 0.0 0.0 0.0 1.0,151 233 59 50,,0.9999814,0.18108211,0.465266168118
251,9,9,-0.950979076851 -0.305691355952 -0.0468144239261 -0.239715769355 -0.186472048558 0.687568825394 -0.701767258749 -0.0200636832953 0.24671232336 -0.658636398358 -0.710866460216 0.89748178515 0.0 0.0 0.0 1.0,148 186 68 55,,0.99943596,0.2116459,0.728114783764
251,9,9,-0.960488685383 0.27820739511 -0.00788229398245 -0.219111231293 0.181954529875 0.606248991288 -0.774180024038 -0.194045553983 -0.210603975058 -0.745025372634 -0.632916392442 0.990877838322 0.0 0.0 0.0 1.0,177 96 57 57,,0.99764234,0.28861353,0.664846420288
251,4,4,0.0465436262449 0.994705138027 0.091626302117 -0.0855524254394 -0.630453140752 -0.0418974243597 0.775095763857 0.00430440962568 0.774830644833 -0.0938418574821 0.625164920331 0.879021875126 0.0 0.0 0.0 1.0,249 186 44 69,,0.99640465,0.08157577,0.74905192852
251,2,2,-0.308987147369 0.888645066896 -0.338875918063 -0.195745301215 -0.100601892817 -0.3848515033 -0.917479470925 -0.0436086269708 -0.945730512314 -0.249397805704 0.208313543938 0.97328952919 0.0 0.0 0.0 1.0,156 130 144 112,,0.99423486,0.09747535,0.0732820704579
251,8,8,-0.174989841035 0.984570063451 -0.000587954202934 0.0952611640328 0.593904626869 0.105079670903 -0.797643753154 -0.0314524792758 -0.785274378621 -0.139928742288 -0.603128591068 0.916585934954 0.0 0.0 0.0 1.0,346 181 69 56,,0.9751823,0.19095905,0.239117667079
251,3,3,0.369887639512 0.923252486934 -0.10386519873 0.0498988073187 0.556867268211 -0.309799850012 -0.770663933585 -0.244305972386 -0.74369481626 0.227219933772 -0.62872022551 0.989494434806 0.0 0.0 0.0 1.0,314 34 68 126,,0.9674905,0.24309614,0.186348199844
251,10,10,-0.681733232407 0.623410303848 -0.382883001567 -0.050276292779 0.0532027123065 0.564208782543 0.823916210002 -0.143877175341 0.729663806993 0.541320646898 -0.41780699612 0.943716992357 0.0 0.0 0.0 1.0,266 107 55 70,,0.95825696,0.10003908,0.389315992594
251,8,8,-0.63210402374 0.774827478109 0.00932106962026 -0.178323402861 0.488072647 0.407454872508 -0.771858547999 -0.0942440302402 -0.601855127437 -0.483345534826 -0.635725962614 0.935956642191 0.0 0.0 0.0 1.0,193 151 67 42,,0.9548406,0.15972945,0.677013993263
251,3,3,-0.0446487026467 0.211767611881 -0.976299632239 0.080945528247 -0.728724831327 -0.675390516136 -0.113171422723 -0.139272601794 -0.683349554444 0.706400827627 0.184475627574 1.05386301132 0.0 0.0 0.0 1.0,314 122 98 55,,0.91775495,0.12048316,0.259647250175
251,4,4,-0.188835285705 0.981929967923 0.0124407784497 -0.0215064887584 -0.789576567496 -0.144286909247 -0.596447928894 -0.0137429516069 -0.583875054215 -0.122453362206 0.802555353325 0.915463670025 0.0 0.0 0.0 1.0,290 184 46 66,,0.88699067,0.08002523,0.433931410313
261,-1,-1,0.938232 0.250923 -0.238240 0.259052 0.345317 -0.635617 0.690469 0.238375 0.021825 -0.730088 -0.683004 1.382178 0.000000 0.000000 0.000000 1.000000,,images/rgb_000261.png,,,
261,0,0,0.940165 0.340677 -0.005427 -0.051259 0.226309 -0.636292 -0.737507 -0.054118 -0.254704 0.692150 -0.675318 1.006808 0.000000 0.000000 0.000000 1.000000,,,1,1,1
261,6,6,-0.967826395508 -0.244296856027 0.0602587279366 -0.235108835421 -0.188978613938 0.547616740115 -0.815109188649 0.0477478562548 0.16612992395 -0.800271798879 -0.576164816947 0.865013086323 0.0 0.0 0.0 1.0,149 232 61 49,,0.9999628,0.18042955,0.503839850426
261,9,9,-0.952401809819 -0.303400024425 -0.0296516075828 -0.242343708459 -0.189334514316 0.66494915846 -0.722492254873 -0.0218172789839 0.238920979285 -0.682488858401 -0.690742878223 0.901067945658 0.0 0.0 0.0 1.0,147 183 67 58,,0.99935824,0.2836343,0.76049220562
261,9,9,-0.963855853903 0.265842288013 0.0176003068462 -0.215040240391 0.166830256565 0.653737759044 -0.738102030816 -0.195619991781 -0.207724717815 -0.708487699472 -0.674459503087 0.994883264787 0.0 0.0 0.0 1.0,176 93 63 57,,0.99622524,0.20635003,0.724178373814
261,4,4,0.06296227557 0.99233083561 0.106373232316 -0.0875115877676 -0.627643508082 -0.0434980189393 0.777284728469 0.00312075826266 0.775950628982 -0.115704083967 0.620091272585 0.881465337108 0.0 0.0 0.0 1.0,248 185 44 69,,0.99546546,0.09091851,0.725286126137
261,2,2,-0.359581342596 0.840466569286 -0.40536058512 -0.188331996377 0.202068600403 -0.353971763619 -0.913166069941 -0.0393516659653 -0.910971755209 -0.410268127537 -0.0425502613382 0.992574536183 0.0 0.0 0.0 1.0,161 136 132 101,,0.9940607,0.09626204,0.0452203452587
261,3,3,0.532623629833 0.84635007279 -0.00190347888394 0.0483421675841 0.598355870577 -0.378145014304 -0.706382757648 -0.252227427711 -0.598566889403 0.375097190665 -0.707827504739 0.993087525815 0.0 0.0 0.0 1.0,318 37 63 113,,0.9805727,0.20501025,0.547958493233
261,8,8,-0.71462676738 0.698531043916 0.0369183427275 -0.175505814751 0.428054978308 0.478440684456 -0.766722535865 -0.0968507526071 -0.553242730535 -0.532117366887 -0.640916210567 0.940170275658 0.0 0.0 0.0 1.0,197 147 67 44,,0.9799658,0.14458777,0.618041157722
261,3,3,-0.278904063247 0.621580435631 -0.732017954388 0.0546624537131 0.504908134959 -0.553488070033 -0.662358461548 -0.158053074549 -0.816872265876 -0.554336286357 -0.15947094679 1.03940814907 0.0 0.0 0.0 1.0,316 95 95 121,,0.9673199,0.15646574,0.131289646029
261,8,8,-0.99599598332 -0.0409671891735 -0.0794587353436 0.0919350161606 0.0196234795014 0.766954975384 -0.641400798866 -0.0240684236495 0.0872176602727 -0.640391876233 -0.763080156072 0.90928999349 0.0 0.0 0.0 1.0,347 186 68 58,,0.95631546,0.17871146,0.233557328582
261,10,10,-0.629637733413 0.590654098534 -0.504662323289 -0.0516177653234 -0.0576847872053 0.612256718212 0.788551949037 -0.148028909059 0.774744338468 0.525613400599 -0.351428176336 0.943488586465 0.0 0.0 0.0 1.0,267 106 53 70,,0.94884676,0.09872612,0.318318665028
261,4,4,-0.209294632219 0.97711146718 0.0380649133599 -0.0221533816561 -0.778281490624 -0.142886099649 -0.611442134531 -0.0135465025695 -0.592008174164 -0.15759677418 0.790373062858 0.916654678829 0.0 0.0 0.0 1.0,291 187 46 63,,0.92908984,0.08001777,0.425827860832
271,-1,-1,0.932978 0.260262 -0.248629 0.272040 0.359283 -0.631860 0.686782 0.243200 0.021645 -0.730080 -0.683019 1.382194 0.000000 0.000000 0.000000 1.000000,,images/rgb_000271.png,,,
271,0,0,0.935092 0.354347 -0.006602 -0.055149 0.234704 -0.633108 -0.737625 -0.053838 -0.265555 0.688197 -0.675180 1.006859 0.000000 0.000000 0.000000 1.000000,,,1,1,1
271,6,6,-0.996574637838 -0.0816165734331 0.0133313975038 -0.238228435873 -0.0628134522369 0.642192706113 -0.763965312324 0.0466657047375 0.0537909047744 -0.76218584555 -0.645119582253 0.866595003631 0.0 0.0 0.0 1.0,147 230 58 49,,0.9999732,0.1847,0.515471100807
271,9,9,-0.953230715113 -0.302181470912 -0.00612881732521 -0.244625020117 -0.208445565617 0.671954429892 -0.710653002754 -0.0241161080192 0.218864455632 -0.676138745218 -0.703515989353 0.903874124154 0.0 0.0 0.0 1.0,146 182 65 57,,0.99914813,0.22866978,0.772884130478
271,4,4,-0.0300427179677 -0.996730048645 -0.0750109673601 -0.0939221529347 0.652054169797 -0.0764209756362 0.754311072524 -0.00202158714662 -0.75757692332 -0.026249659236 0.6522178782 0.879606524475 0.0 0.0 0.0 1.0,245 183 46 70,,0.99762756,0.09860225,0.496398210526
271,2,2,-0.223480072178 0.868144022026 -0.443150780614 -0.200137044757 -0.398709797175 -0.49629334306 -0.771183126936 -0.0682413310386 -0.889430803928 0.00434449698669 0.457049199069 0.969914227586 0.0 0.0 0.0 1.0,156 133 145 105,,0.9932632,0.11197753,0.079628944397
271,8,8,0.980872003153 0.103742269697 0.164704750716 0.0951065128709 0.138779871855 -0.966028906601 -0.218009859363 -0.00616290561749 0.136492712619 0.236697471659 -0.961948047616 0.898732309379 0.0 0.0 0.0 1.0,354 199 56 53,,0.98819613,0.11607006,0.797232985497
271,3,3,0.50733449043 0.861499829658 -0.0207306130891 0.0481943570932 0.589833997823 -0.364688659323 -0.720484584688 -0.249587081203 -0.628257566475 0.35329905924 -0.693161023794 0.993059594957 0.0 0.0 0.0 1.0,318 38 63 114,,0.98236954,0.22115275,0.525792241096
271,8,8,-0.753875064046 0.656899943175 -0.0124439730824 -0.173129722676 0.429171366145 0.478010306538 -0.7663668086 -0.0978173593873 -0.497477965633 -0.583085423845 -0.642282696489 0.942176539671 0.0 0.0 0.0 1.0,199 149 65 41,,0.97681934,0.14539392,0.504007875919
